Episode 119 done, steps = 71968, actions = [0:0/627 | 1:103/627 | 2:0/627 | 3:516/627 | 4:8/627 | 5:0/627 | ], loss = 1.9555294513702393, rewards = 120.0, consume time = 182.93796586990356s
Episode 120 done, steps = 72500, actions = [0:0/532 | 1:99/532 | 2:0/532 | 3:424/532 | 4:9/532 | 5:0/532 | ], loss = 1.9240950345993042, rewards = 75.0, consume time = 184.31429982185364s
Episode 121 done, steps = 73127, actions = [0:0/627 | 1:99/627 | 2:0/627 | 3:522/627 | 4:6/627 | 5:0/627 | ], loss = 2.60262393951416, rewards = 105.0, consume time = 185.89162683486938s
Episode 122 done, steps = 73836, actions = [0:0/709 | 1:106/709 | 2:1/709 | 3:593/709 | 4:9/709 | 5:0/709 | ], loss = 1.8758915662765503, rewards = 120.0, consume time = 187.68470978736877s
Episode 123 done, steps = 74372, actions = [0:0/536 | 1:95/536 | 2:0/536 | 3:434/536 | 4:7/536 | 5:0/536 | ], loss = 1.3735769987106323, rewards = 75.0, consume time = 189.04054188728333s
Episode 124 done, steps = 74904, actions = [0:0/532 | 1:90/532 | 2:0/532 | 3:438/532 | 4:4/532 | 5:0/532 | ], loss = 1.3921904563903809, rewards = 75.0, consume time = 190.41291284561157s
Episode 125 done, steps = 75430, actions = [0:0/526 | 1:88/526 | 2:0/526 | 3:426/526 | 4:12/526 | 5:0/526 | ], loss = 0.8563794493675232, rewards = 50.0, consume time = 191.76895904541016s
Episode 126 done, steps = 75964, actions = [0:0/534 | 1:88/534 | 2:0/534 | 3:439/534 | 4:7/534 | 5:0/534 | ], loss = 0.7254844307899475, rewards = 50.0, consume time = 193.66276001930237s
Episode 127 done, steps = 76500, actions = [0:0/536 | 1:87/536 | 2:0/536 | 3:439/536 | 4:10/536 | 5:0/536 | ], loss = 1.6545380353927612, rewards = 75.0, consume time = 195.14001488685608s
Episode 128 done, steps = 77026, actions = [0:0/526 | 1:86/526 | 2:0/526 | 3:432/526 | 4:8/526 | 5:0/526 | ], loss = 0.5572693347930908, rewards = 50.0, consume time = 196.5065197944641s
Episode 129 done, steps = 77558, actions = [0:0/532 | 1:90/532 | 2:0/532 | 3:438/532 | 4:4/532 | 5:0/532 | ], loss = 1.4588444232940674, rewards = 75.0, consume time = 197.9225606918335s
Episode 130 done, steps = 78094, actions = [0:0/536 | 1:83/536 | 2:1/536 | 3:442/536 | 4:10/536 | 5:0/536 | ], loss = 1.710822582244873, rewards = 75.0, consume time = 199.33775091171265s
Episode 131 done, steps = 78614, actions = [0:0/520 | 1:81/520 | 2:0/520 | 3:427/520 | 4:12/520 | 5:0/520 | ], loss = 1.29495370388031, rewards = 55.0, consume time = 200.67197489738464s
Episode 132 done, steps = 79239, actions = [0:0/625 | 1:93/625 | 2:0/625 | 3:516/625 | 4:16/625 | 5:0/625 | ], loss = 3.10848069190979, rewards = 125.0, consume time = 202.31692695617676s
Episode 133 done, steps = 79765, actions = [0:0/526 | 1:85/526 | 2:0/526 | 3:428/526 | 4:13/526 | 5:0/526 | ], loss = 0.6649639010429382, rewards = 50.0, consume time = 203.70245790481567s
Episode 134 done, steps = 80285, actions = [0:0/520 | 1:87/520 | 2:0/520 | 3:420/520 | 4:13/520 | 5:0/520 | ], loss = 1.8113809823989868, rewards = 65.0, consume time = 205.07898712158203s
Episode 135 done, steps = 80821, actions = [0:0/536 | 1:86/536 | 2:1/536 | 3:433/536 | 4:16/536 | 5:0/536 | ], loss = 2.2356977462768555, rewards = 100.0, consume time = 206.6412079334259s
